neighbourhood,vibe_score,review_count,walkability_score,safety_score,nightlife_score,quietness_score,family_friendly_score,local_authentic_score,convenience_score,food_scene_score,liveliness_score,charm_score
78703,100.0,4592,10.0,7.619047619047619,9.26829268292683,3.953488372093023,1.6279069767441863,8.536585365853659,9.069767441860465,9.767441860465116,3.414634146341464,5.813953488372094
78704,100.0,17938,9.523809523809524,5.476190476190476,9.02439024390244,3.0232558139534884,2.0930232558139537,8.292682926829269,9.767441860465116,9.30232558139535,7.804878048780488,5.5813953488372094
78701,94.6,5741,9.761904761904761,4.523809523809524,9.75609756097561,0.23255813953488372,0.46511627906976744,1.707317073170732,8.13953488372093,10.0,7.317073170731707,3.0232558139534884
78702,93.2,21514,9.285714285714286,3.8095238095238093,10.0,0.9302325581395349,0.9302325581395349,9.26829268292683,9.30232558139535,9.534883720930234,5.853658536585366,2.558139534883721
78756,82.7,1438,8.571428571428571,8.333333333333334,7.560975609756097,6.046511627906977,3.0232558139534884,7.317073170731707,8.372093023255815,9.069767441860465,6.097560975609756,4.651162790697675
78722,79.1,2393,9.047619047619047,2.619047619047619,9.512195121951219,2.7906976744186047,2.3255813953488373,9.75609756097561,9.534883720930234,8.837209302325581,2.682926829268293,6.511627906976745
78723,74.8,3076,6.190476190476191,4.761904761904762,3.902439024390244,2.0930232558139537,5.5813953488372094,4.878048780487805,4.651162790697675,4.883720930232558,2.4390243902439024,6.7441860465116275
78745,74.7,4141,5.238095238095238,5.0,4.390243902439025,4.883720930232558,4.186046511627907,6.829268292682928,6.279069767441861,7.209302325581395,6.829268292682928,3.2558139534883725
78734,73.8,2498,1.6666666666666665,0.9523809523809523,6.097560975609756,6.976744186046512,6.279069767441861,5.121951219512195,2.7906976744186047,6.279069767441861,2.1951219512195124,8.837209302325581
78751,73.7,3816,8.333333333333334,6.904761904761905,6.341463414634147,5.116279069767442,1.3953488372093024,9.02439024390244,7.674418604651163,7.906976744186046,6.585365853658537,4.4186046511627906
78748,68.8,1182,2.142857142857143,8.095238095238095,5.121951219512195,6.511627906976745,5.116279069767442,7.560975609756097,5.348837209302325,3.953488372093023,3.902439024390244,6.279069767441861
78744,64.4,3079,1.9047619047619047,9.047619047619047,5.365853658536586,3.488372093023256,3.7209302325581395,1.4634146341463414,4.186046511627907,3.2558139534883725,5.365853658536586,1.1627906976744187
78758,63.7,1903,7.857142857142857,5.238095238095238,2.926829268292683,1.8604651162790697,2.558139534883721,3.1707317073170733,6.976744186046512,5.813953488372094,4.878048780487805,0.6976744186046512
78757,62.3,1670,7.619047619047619,3.5714285714285716,3.414634146341464,4.186046511627907,4.883720930232558,5.853658536585366,7.906976744186046,5.5813953488372094,7.560975609756097,5.116279069767442
78737,60.4,1630,6.904761904761905,0.7142857142857142,3.1707317073170733,8.837209302325581,8.604651162790697,5.609756097560976,1.8604651162790697,1.3953488372093024,8.292682926829269,8.372093023255815
78746,60.0,953,4.0476190476190474,4.0476190476190474,4.878048780487805,9.069767441860465,7.441860465116279,2.1951219512195124,4.4186046511627906,6.976744186046512,8.78048780487805,8.604651162790697
78741,53.7,4218,6.428571428571429,3.0952380952380953,8.78048780487805,0.46511627906976744,1.1627906976744187,4.390243902439025,8.604651162790697,6.511627906976745,3.1707317073170733,1.8604651162790697
78705,51.5,2606,8.80952380952381,5.9523809523809526,7.073170731707316,1.1627906976744187,0.6976744186046512,3.414634146341464,8.837209302325581,8.13953488372093,5.609756097560976,0.46511627906976744
78752,49.3,1374,5.476190476190476,6.190476190476191,6.585365853658537,1.6279069767441863,1.8604651162790697,6.341463414634147,5.5813953488372094,2.7906976744186047,1.4634146341463414,2.7906976744186047
78721,46.1,3538,2.8571428571428568,4.285714285714286,6.829268292682928,0.6976744186046512,3.488372093023256,5.365853658536586,6.046511627906977,3.0232558139534884,5.121951219512195,1.6279069767441863
78731,41.8,545,8.095238095238095,9.761904761904761,8.536585365853659,6.7441860465116275,9.069767441860465,8.048780487804878,7.441860465116279,8.604651162790697,9.02439024390244,7.674418604651163
78749,40.4,650,4.523809523809524,8.80952380952381,3.6585365853658534,8.13953488372093,6.976744186046512,6.097560975609756,3.0232558139534884,7.441860465116279,7.073170731707316,7.209302325581395
78729,36.6,841,0.9523809523809523,7.142857142857143,1.4634146341463414,4.4186046511627906,7.906976744186046,2.682926829268293,2.3255813953488373,1.6279069767441863,4.634146341463415,3.7209302325581395
78727,35.8,763,5.0,5.7142857142857135,7.804878048780488,3.7209302325581395,4.651162790697675,3.6585365853658534,3.2558139534883725,4.4186046511627906,3.6585365853658534,1.3953488372093024
78736,32.2,851,4.761904761904762,1.4285714285714284,8.048780487804878,10.0,6.511627906976745,4.146341463414634,3.488372093023256,2.558139534883721,9.75609756097561,7.906976744186046
78754,30.7,571,1.1904761904761905,9.523809523809524,8.292682926829269,7.674418604651163,7.209302325581395,6.585365853658537,0.46511627906976744,6.7441860465116275,4.390243902439025,4.883720930232558
78753,28.9,1274,0.7142857142857142,7.380952380952381,1.707317073170732,3.2558139534883725,2.7906976744186047,1.2195121951219512,2.0930232558139537,1.8604651162790697,4.146341463414634,0.9302325581395349
78759,26.4,507,3.0952380952380953,7.857142857142857,4.634146341463415,4.651162790697675,8.372093023255815,2.4390243902439024,6.7441860465116275,5.116279069767442,1.707317073170732,4.186046511627907
78732,26.2,458,3.5714285714285716,0.47619047619047616,2.682926829268293,7.906976744186046,8.837209302325581,2.926829268292683,0.6976744186046512,7.674418604651163,6.341463414634147,9.767441860465116
78733,24.3,429,7.142857142857143,1.9047619047619047,1.951219512195122,9.767441860465116,3.953488372093023,3.902439024390244,0.9302325581395349,2.3255813953488373,0.4878048780487805,9.069767441860465
78728,23.7,551,4.285714285714286,6.428571428571429,5.609756097560976,8.372093023255815,6.7441860465116275,0.7317073170731707,3.7209302325581395,6.046511627906977,1.2195121951219512,3.488372093023256
78717,23.0,214,6.666666666666666,10.0,0.7317073170731707,5.813953488372094,9.767441860465116,10.0,3.953488372093023,5.348837209302325,10.0,6.976744186046512
78738,20.8,265,5.9523809523809526,2.380952380952381,4.146341463414634,9.534883720930234,8.13953488372093,9.512195121951219,5.813953488372094,4.651162790697675,0.7317073170731707,9.534883720930234
78730,20.0,179,3.8095238095238093,1.6666666666666665,7.317073170731707,8.604651162790697,5.348837209302325,0.24390243902439024,4.883720930232558,3.488372093023256,8.536585365853659,10.0
78725,19.3,426,0.23809523809523808,6.666666666666666,5.853658536585366,5.5813953488372094,4.4186046511627906,4.634146341463415,7.209302325581395,0.6976744186046512,9.512195121951219,2.0930232558139537
78724,19.0,961,3.333333333333333,2.142857142857143,2.1951219512195124,2.558139534883721,3.2558139534883725,0.975609756097561,1.3953488372093024,0.9302325581395349,0.975609756097561,5.348837209302325
78747,13.5,320,2.380952380952381,8.571428571428571,0.4878048780487805,5.348837209302325,7.674418604651163,7.073170731707316,1.6279069767441863,0.23255813953488372,1.951219512195122,3.953488372093023
78750,10.5,259,2.619047619047619,2.8571428571428568,2.4390243902439024,7.209302325581395,6.046511627906977,0.4878048780487805,2.558139534883721,1.1627906976744187,0.24390243902439024,7.441860465116279
78735,6.7,274,0.47619047619047616,3.333333333333333,1.2195121951219512,6.279069767441861,5.813953488372094,1.951219512195122,0.23255813953488372,3.7209302325581395,2.926829268292683,2.3255813953488373
78719,,78,1.4285714285714284,1.1904761904761905,0.24390243902439024,9.30232558139535,0.23255813953488372,7.804878048780488,1.1627906976744187,2.0930232558139537,,0.23255813953488372
78726,,100,5.7142857142857135,0.23809523809523808,0.975609756097561,2.3255813953488373,9.30232558139535,,5.116279069767442,8.372093023255815,8.048780487804878,9.30232558139535
78739,,173,7.380952380952381,9.285714285714286,,7.441860465116279,9.534883720930234,8.78048780487805,6.511627906976745,4.186046511627907,9.26829268292683,8.13953488372093
78742,,11,,,,1.3953488372093024,10.0,,10.0,0.46511627906976744,,6.046511627906977
